Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,101
Base Time Seconds,1776473518
Base Time Fractional,.471478780
Base Time,04/18/2026 00:51:58.471478780
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Relative Time
5.941215931671e-06,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000286400609,Amp DC,1,T,4W,F,F,0.000000000
-0.0007074667955749,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0006337114028,Amp DC,1,T,4W,F,F,0.071462920
-0.001546245417558,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0196773242205,Amp DC,1,T,4W,F,F,0.142914920
-0.002322125714272,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0298086274415,Amp DC,1,T,4W,F,F,0.214373280
-0.003095073392615,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0398489013314,Amp DC,1,T,4W,F,F,0.285848740
-0.003869672538713,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0498674735427,Amp DC,1,T,4W,F,F,0.357307120
-0.004645311273634,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0598993524909,Amp DC,1,T,4W,F,F,0.428793620
-0.005417973734438,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0698969066143,Amp DC,1,T,4W,F,F,0.500284600
-0.006193200591952,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0799197033048,Amp DC,1,T,4W,F,F,0.571775340
-0.006966600194573,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0899200215936,Amp DC,1,T,4W,F,F,0.643234140
-0.007741141598672,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.0999210849404,Amp DC,1,T,4W,F,F,0.714705680
-0.008516034111381,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1099311858416,Amp DC,1,T,4W,F,F,0.786167060
-0.009289073757827,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1199260279536,Amp DC,1,T,4W,F,F,0.857646280
-0.0100627457723,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1299214661121,Amp DC,1,T,4W,F,F,0.929122460
-0.01083768717945,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1399428695440,Amp DC,1,T,4W,F,F,1.000594460
-0.01161065977067,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1499277800322,Amp DC,1,T,4W,F,F,1.072065340
-0.01238596159965,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1599392294884,Amp DC,1,T,4W,F,F,1.143524640
-0.01316049601883,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1699361801147,Amp DC,1,T,4W,F,F,1.214992200
-0.01393424067646,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1799316555262,Amp DC,1,T,4W,F,F,1.286463760
-0.01470884215087,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1899465769529,Amp DC,1,T,4W,F,F,1.357943980
-0.01548285875469,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1999399513006,Amp DC,1,T,4W,F,F,1.429401820
-0.01625563204288,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2099360823631,Amp DC,1,T,4W,F,F,1.500882600
-0.01703148148954,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2199462205172,Amp DC,1,T,4W,F,F,1.572339360
-0.01780524663627,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2299417406321,Amp DC,1,T,4W,F,F,1.643824600
-0.0185777861625,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2399322092533,Amp DC,1,T,4W,F,F,1.715287840
-0.01935292966664,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2499438375235,Amp DC,1,T,4W,F,F,1.786753600
-0.02012670040131,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2599310278893,Amp DC,1,T,4W,F,F,1.858219120
-0.02090892568231,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.2699976563454,Amp DC,1,T,4W,F,F,2.077528100
-0.02168340981007,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.2800148129463,Amp DC,1,T,4W,F,F,2.149000060
-0.02245734632015,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.2899920940399,Amp DC,1,T,4W,F,F,2.220485260
-0.02323156408966,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3000030815601,Amp DC,1,T,4W,F,F,2.291955760
-0.02400522120297,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3099929094315,Amp DC,1,T,4W,F,F,2.363426480
-0.02477940358222,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3199908435345,Amp DC,1,T,4W,F,F,2.434904740
-0.02555514313281,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3300011754036,Amp DC,1,T,4W,F,F,2.506384640
-0.02632839791477,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3399925529957,Amp DC,1,T,4W,F,F,2.577858860
-0.02710342034698,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3500130772591,Amp DC,1,T,4W,F,F,2.649316580
-0.02787736617029,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3600002825260,Amp DC,1,T,4W,F,F,2.720787440
-0.02865154482424,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3699813187122,Amp DC,1,T,4W,F,F,2.792258860
-0.02942660078406,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3799973726273,Amp DC,1,T,4W,F,F,2.863741380
-0.03020010702312,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3899919390678,Amp DC,1,T,4W,F,F,2.935209100
-0.03097432851791,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.3999861180782,Amp DC,1,T,4W,F,F,3.006674220
-0.03174988180399,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4099993407726,Amp DC,1,T,4W,F,F,3.078129200
-0.03252285718918,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4199962615967,Amp DC,1,T,4W,F,F,3.149598080
-0.03329816460609,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4299790859222,Amp DC,1,T,4W,F,F,3.221068900
-0.03407266736031,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4399943649769,Amp DC,1,T,4W,F,F,3.292523540
-0.03484659641981,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4499897956848,Amp DC,1,T,4W,F,F,3.363976520
-0.03562188893557,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4600010812283,Amp DC,1,T,4W,F,F,3.435432680
-0.03639691695571,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4699957668781,Amp DC,1,T,4W,F,F,3.506906220
-0.03717057034373,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4799799025059,Amp DC,1,T,4W,F,F,3.578370480
-0.03794573247433,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4899969696999,Amp DC,1,T,4W,F,F,3.649820140
-0.03872120007873,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.4999898970127,Amp DC,1,T,4W,F,F,3.721269900
-0.03949445486069,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5099826455116,Amp DC,1,T,4W,F,F,3.792717680
-0.04027016460896,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5199905633926,Amp DC,1,T,4W,F,F,3.864177520
-0.04104534164071,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5299832820892,Amp DC,1,T,4W,F,F,3.935646300
-0.04181887954473,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5399823784828,Amp DC,1,T,4W,F,F,4.007117720
-0.04259405657649,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5499876737595,Amp DC,1,T,4W,F,F,4.078576560
-0.04336794838309,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5599679350853,Amp DC,1,T,4W,F,F,4.150051020
-0.0441446788609,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5699848532677,Amp DC,1,T,4W,F,F,4.221531060
-0.04491941258311,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5799842476845,Amp DC,1,T,4W,F,F,4.293015020
-0.0456912741065,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5898787379265,Amp DC,1,T,4W,F,F,4.364479540
-0.04646810144186,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999848842621,Amp DC,1,T,4W,F,F,4.435954140
-0.0472298450768,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6100754141808,Amp DC,1,T,4W,F,F,4.507410200
-0.04801664501429,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6199958920479,Amp DC,1,T,4W,F,F,4.578887320
-0.04879428073764,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6299884319305,Amp DC,1,T,4W,F,F,4.650351480
-0.04955827072263,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6402277946472,Amp DC,1,T,4W,F,F,4.721821700
-0.05037175491452,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6499889492989,Amp DC,1,T,4W,F,F,4.793274880
-0.0511070638895,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6599683165550,Amp DC,1,T,4W,F,F,4.864747840
-0.05189601704478,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6699680089951,Amp DC,1,T,4W,F,F,4.936227580
-0.05267148464918,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6799812316895,Amp DC,1,T,4W,F,F,5.007681060
-0.05345440283418,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6899840235710,Amp DC,1,T,4W,F,F,5.079139900
-0.05422238260508,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.6999805569649,Amp DC,1,T,4W,F,F,5.150599740
-0.05497521162033,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7100329995155,Amp DC,1,T,4W,F,F,5.222045900
-0.05577615275979,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7199760079384,Amp DC,1,T,4W,F,F,5.293521520
-0.05655127391219,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7299743890762,Amp DC,1,T,4W,F,F,5.364998180
-0.05732606723905,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7399856448174,Amp DC,1,T,4W,F,F,5.436459060
-0.05810245871544,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7499696016312,Amp DC,1,T,4W,F,F,5.507940680
-0.0588987134397,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7599868178368,Amp DC,1,T,4W,F,F,5.579396620
-0.05965422093868,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7699855566025,Amp DC,1,T,4W,F,F,5.650877060
-0.06043037027121,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7799726724625,Amp DC,1,T,4W,F,F,5.722328900
-0.06120729446411,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7899866104126,Amp DC,1,T,4W,F,F,5.793803520
-0.06200700253248,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.7999870777130,Amp DC,1,T,4W,F,F,5.865264420
-0.06275901943445,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8099705576897,Amp DC,1,T,4W,F,F,5.936738920
-0.06353709101677,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8199827671051,Amp DC,1,T,4W,F,F,6.008213820
-0.0643130466342,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8299805521965,Amp DC,1,T,4W,F,F,6.079678640
-0.06513547152281,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8399843573570,Amp DC,1,T,4W,F,F,6.151138940
-0.06588504463434,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8501300215721,Amp DC,1,T,4W,F,F,6.222598940
-0.06664242595434,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8599801659584,Amp DC,1,T,4W,F,F,6.294077700
-0.06741979718208,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8700014352798,Amp DC,1,T,4W,F,F,6.365546880
-0.0681961029768,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8799945712090,Amp DC,1,T,4W,F,F,6.437019900
-0.06897251307964,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.8899976015091,Amp DC,1,T,4W,F,F,6.508489800
-0.06974908709526,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9000101685524,Amp DC,1,T,4W,F,F,6.579966900
-0.07052607089281,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9099926948547,Amp DC,1,T,4W,F,F,6.651444620
-0.07130274921656,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9199914336205,Amp DC,1,T,4W,F,F,6.722913860
-0.07207924127579,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9300099611282,Amp DC,1,T,4W,F,F,6.794369060
-0.07285664975643,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9399967193604,Amp DC,1,T,4W,F,F,6.865828800
-0.07363470643759,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9500025510788,Amp DC,1,T,4W,F,F,6.937294600
-0.07441169768572,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9600032567978,Amp DC,1,T,4W,F,F,7.008759620
-0.07518865168095,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9699971675873,Amp DC,1,T,4W,F,F,7.080198360
-0.07596779614687,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9800021648407,Amp DC,1,T,4W,F,F,7.151655100
-0.07674443721771,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9900032281876,Amp DC,1,T,4W,F,F,7.223107520
-0.07752276211977,Volt DC,.1,5.5,F,F,F,F,F,F,Front,F,Main,0.9999915361404,Amp DC,1,T,4W,F,F,7.294574200
